Forum_ID,Discussion_Name,Date_Posted,Active,Course_id
165,All of You Failed,2023-03-30 12:42:23,Y,GOVT833
166,All of You Failed,2023-04-20 12:01:01,N,GOVT911
167,Exams are Around the Corner,2023-04-11 5:35:00,N,GOVT998
168,Assignment Grades Available,2023-02-23 17:38:48,N,GOVT999
169,All of You Passed,2023-01-21 20:38:31,N,INFO037
170,Assignment Grades Available,2023-01-06 5:50:48,Y,INFO062
171,Make Sure You Studied,2023-01-26 23:24:04,N,INFO086
172,Bonus Marks Available,2023-04-07 14:11:41,Y,INFO089
173,Bonus Marks Available,2023-01-07 3:00:19,N,INFO105
174,Exams are Around the Corner,2023-02-24 6:44:59,Y,INFO127
175,Make Sure You Studied,2023-02-12 10:38:30,Y,INFO136
176,Bonus Marks Available,2023-04-02 23:45:24,N,INFO151
177,Exams are Around the Corner,2023-02-28 18:28:17,N,INFO168
178,All of You Failed,2023-02-05 16:35:56,N,INFO205
179,All of You Passed,2023-03-21 11:07:09,Y,INFO219
180,All of You Passed,2023-04-24 22:57:47,N,INFO264
181,Make Sure You Studied,2023-02-20 20:19:27,Y,INFO332
182,Exams are Around the Corner,2023-02-04 15:31:33,N,INFO353
183,All of You Failed,2023-01-14 18:27:41,Y,INFO370
184,Exams are Around the Corner,2023-03-17 0:30:01,Y,INFO396
185,All of You Passed,2023-01-17 5:58:26,Y,INFO397
186,Assignment Grades Available,2023-04-24 6:39:56,N,INFO548
187,Assignment Grades Available,2023-02-08 23:23:25,N,INFO572
188,Make Sure You Studied,2023-04-20 10:54:19,Y,INFO627
189,Assignment Posted,2023-03-25 7:46:42,Y,INFO683
190,Make Sure You Studied,2023-02-06 23:55:27,N,INFO710
191,All of You Passed,2023-01-21 2:45:05,Y,INFO720
192,Make Sure You Studied,2023-01-02 7:51:26,N,INFO730
193,Make Sure You Studied,2023-03-31 23:15:31,Y,INFO738
194,Assignment Posted,2023-04-13 20:44:24,Y,INFO767
195,Bonus Marks Available,2023-02-24 17:36:12,Y,INFO797
196,Assignment Grades Available,2023-02-18 22:08:02,N,INFO825
197,All of You Passed,2023-03-09 4:07:47,Y,INFO831
198,Exams are Around the Corner,2023-02-01 9:44:37,N,INFO888
199,All of You Passed,2023-01-12 17:15:21,N,INFO915
200,All of You Failed,2023-01-06 17:14:26,N,INFO980
201,Assignment Grades Available,2023-01-05 2:51:55,N,INFO995
202,Bonus Marks Available,2023-02-13 17:48:30,Y,SOCI020
203,Assignment Posted,2023-03-26 17:54:04,N,SOCI080
204,Exams are Around the Corner,2023-04-12 13:26:29,N,SOCI105
205,Assignment Grades Available,2023-01-20 1:11:38,Y,SOCI112
206,Assignment Grades Available,2023-01-20 11:00:04,N,SOCI124
207,All of You Passed,2023-04-01 23:36:26,Y,SOCI144
208,Assignment Grades Available,2023-04-13 21:18:52,Y,SOCI160
209,Assignment Posted,2023-02-24 18:47:24,Y,SOCI178
210,Exams are Around the Corner,2023-01-06 15:39:23,Y,SOCI224
211,Assignment Posted,2023-04-07 3:15:00,N,SOCI301
212,Make Sure You Studied,2023-02-14 9:54:11,Y,SOCI317
213,Bonus Marks Available,2023-01-23 23:27:58,N,SOCI326
214,Exams are Around the Corner,2023-03-03 6:44:55,N,SOCI336
215,Exams are Around the Corner,2023-01-18 3:05:36,Y,SOCI337
216,Make Sure You Studied,2023-02-24 3:18:40,Y,SOCI341
217,Make Sure You Studied,2023-03-25 9:29:13,Y,SOCI373
218,Assignment Posted,2023-01-02 16:48:48,Y,SOCI411
219,All of You Passed,2023-02-12 1:31:20,N,SOCI427
220,All of You Passed,2023-04-06 2:49:58,Y,SOCI535
221,Assignment Posted,2023-04-20 8:25:25,N,SOCI554
222,Exams are Around the Corner,2023-03-12 18:42:31,N,SOCI616
223,All of You Passed,2023-01-10 2:43:14,Y,SOCI627
224,All of You Passed,2023-02-07 14:49:48,Y,SOCI649
225,Assignment Posted,2023-03-30 0:45:12,Y,SOCI670
226,Assignment Grades Available,2023-02-20 23:21:51,N,SOCI683
227,Assignment Posted,2023-03-13 14:24:21,N,SOCI706
228,Assignment Grades Available,2023-03-05 21:07:33,Y,SOCI747
229,Bonus Marks Available,2023-02-06 0:50:30,N,SOCI770
230,All of You Passed,2023-01-14 15:11:18,Y,SOCI781
231,Bonus Marks Available,2023-01-31 21:28:26,Y,SOCI786
232,Exams are Around the Corner,2023-02-13 17:03:04,Y,SOCI846
233,All of You Passed,2023-04-25 2:25:51,N,SOCI978
234,Exams are Around the Corner,2023-02-26 16:29:10,Y,SOCI992
235,Bonus Marks Available,2023-03-30 17:29:55,N,SOWK035
236,Bonus Marks Available,2023-01-26 22:30:57,N,SOWK110
237,Assignment Grades Available,2023-02-21 9:46:05,Y,SOWK129
238,Assignment Posted,2023-02-11 1:29:04,N,SOWK146
239,Assignment Posted,2023-02-18 20:08:05,N,SOWK173
240,Assignment Grades Available,2023-02-15 13:11:39,Y,SOWK189
241,Assignment Grades Available,2023-04-22 12:40:52,N,SOWK196
242,All of You Passed,2023-02-24 17:06:29,Y,SOWK217
243,All of You Passed,2023-02-12 2:12:13,Y,SOWK243
244,Bonus Marks Available,2023-04-25 1:10:48,Y,SOWK249
245,Bonus Marks Available,2023-03-04 22:24:53,Y,SOWK294
246,All of You Failed,2023-04-01 19:24:07,Y,SOWK386
247,Bonus Marks Available,2023-01-12 3:30:05,N,SOWK460
248,Exams are Around the Corner,2023-04-11 22:00:19,Y,SOWK496
249,Exams are Around the Corner,2023-02-16 0:30:59,N,SOWK549
250,Bonus Marks Available,2023-02-07 17:26:43,Y,SOWK577
251,Exams are Around the Corner,2023-01-02 18:56:13,N,SOWK612
252,Bonus Marks Available,2023-03-08 2:22:15,N,SOWK667
253,Assignment Posted,2023-02-20 19:12:12,Y,SOWK708
254,Assignment Grades Available,2023-03-20 2:37:31,N,SOWK738
255,Bonus Marks Available,2023-02-13 20:52:54,Y,SOWK745
256,All of You Passed,2023-01-11 18:43:29,Y,SOWK809
257,All of You Failed,2023-01-05 6:56:29,Y,SOWK893
258,Assignment Posted,2023-02-19 22:52:55,N,SOWK980
259,Make Sure You Studied,2023-02-05 21:45:32,N,SOWK981
260,All of You Failed,2023-01-16 4:30:08,N,SWEN050
261,Make Sure You Studied,2023-04-02 22:31:01,N,SWEN064
262,Assignment Grades Available,2023-01-26 23:07:37,N,SWEN070
263,Exams are Around the Corner,2023-01-28 2:00:57,N,SWEN100
264,Exams are Around the Corner,2023-04-02 7:09:59,N,SWEN131
265,Bonus Marks Available,2023-03-19 9:34:42,Y,SWEN141
266,All of You Passed,2023-04-07 22:55:07,Y,SWEN158
267,Exams are Around the Corner,2023-02-25 7:46:31,Y,SWEN196
268,Make Sure You Studied,2023-03-04 5:47:38,N,SWEN210
269,All of You Failed,2023-03-17 1:47:46,N,SWEN237
270,Exams are Around the Corner,2023-02-18 6:55:34,Y,SWEN239
271,Make Sure You Studied,2023-03-25 17:08:30,Y,SWEN241
272,All of You Passed,2023-04-16 17:01:56,Y,SWEN259
273,Bonus Marks Available,2023-04-09 9:17:19,N,SWEN268
274,Exams are Around the Corner,2023-04-03 17:33:01,N,SWEN273
275,All of You Passed,2023-02-13 22:46:03,Y,SWEN276
276,Make Sure You Studied,2023-01-16 23:11:57,N,SWEN284
277,Make Sure You Studied,2023-02-27 1:07:54,Y,SWEN296
278,All of You Failed,2023-01-13 13:13:05,Y,SWEN324
279,Make Sure You Studied,2023-03-27 2:55:25,Y,SWEN343
280,Bonus Marks Available,2023-04-01 23:57:10,Y,SWEN384
281,All of You Failed,2023-01-15 23:03:11,Y,SWEN391
282,All of You Failed,2023-01-16 6:09:12,Y,SWEN415
283,All of You Failed,2023-01-15 6:07:30,N,SWEN418
284,Assignment Posted,2023-03-11 20:56:57,N,SWEN432
285,Make Sure You Studied,2023-02-17 20:18:57,N,SWEN454
286,Assignment Grades Available,2023-01-06 15:58:38,N,SWEN493
287,Bonus Marks Available,2023-02-05 21:10:40,N,SWEN496
288,Exams are Around the Corner,2023-01-25 6:27:58,N,SWEN559
289,All of You Passed,2023-02-11 1:37:53,Y,SWEN566
290,All of You Passed,2023-01-23 14:38:04,Y,SWEN600
291,Assignment Posted,2023-03-03 15:30:55,Y,SWEN617
292,Assignment Grades Available,2023-04-15 17:56:38,N,SWEN639
293,Assignment Grades Available,2023-04-19 0:35:58,Y,SWEN651
294,Bonus Marks Available,2023-03-04 20:23:10,Y,SWEN653
295,Make Sure You Studied,2023-04-06 16:08:53,N,SWEN667
296,Assignment Grades Available,2023-02-13 6:40:39,Y,SWEN674
297,Assignment Posted,2023-04-23 22:04:10,Y,SWEN701
298,Assignment Grades Available,2023-01-18 3:16:16,Y,SWEN714
299,Make Sure You Studied,2023-04-23 22:04:10,N,SWEN715
